codigo,titulo,endereco,bairro,modalidade,valor,area,quartos,tipo_imovel,numero_item
878770935162-7,SAO PAULO - COND RESIDENDECIAL ITARO AKAGUI,"RUA AURORA DO TOCANTINS,N. 311 Apto. 408 TORRE 02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 196.000,00","74,17 m²",2 quartos,Apartamento,490
878770269511-8,SAO PAULO - VILA SÃO JOSÉ,"RUA BENTO SOARES MOTA,N. 65 Apto. 61 BL 03, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 195.000,00","63,03 m²",2 quartos,Apartamento,539
878770275991-4,SAO PAULO - VILA SÃO JOSÉ,"RUA BENTO SOARES MOTA,N. 65 Apto. 85 BL 02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 198.337,68","63,03 m²",2 quartos,Apartamento,561
878770951615-4,SAO PAULO - RESIDENCIAL CEREJEIRAS,"RUA CARMEM SILVA,N. 55 Apto. 404 TORRE1 3°PAV, , GUAIANAZES",GUAIANAZES,,,"71,3 m²",2 quartos,Apartamento,
878771119465-7,SAO PAULO - RESIDENCIAL CEREJEIRAS,"RUA CARMEM SILVA,N. 55 Apto. 804 7º PAV, TORRE 2, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 197.054,00","71,31 m²",2 quartos,Apartamento,556
878771216149-3,SAO PAULO - RES CEREJEIRAS,"RUA CARMEM SILVA,N. 55 Apto. 803 TORRE 1, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 190.000,00","71,31 m²",2 quartos,Apartamento,540
844440469355-6,SAO PAULO - COND ILHA CAJAIBA,"RUA CORACAO DE MACA,N. 55 Apto. 23C ., , GUAIANAZES",GUAIANAZES,Venda Direta,,,2 quartos,,
878770981321-3,SAO PAULO - PORTO TRINDADE,"RUA CRUZ DO ESPIRITO SANTO,N. 528 Apto. 1005 BL 01, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 133.323,24","63,05 m²",2 quartos,Apartamento,562
878770993455-0,SAO PAULO - PORTO TRINDADE,"RUA CRUZ DO ESPIRITO SANTO,N. 528 Apto. 306 BL 02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 223.841,41","60,98 m²",2 quartos,Apartamento,543
878771067684-4,SAO PAULO - PORTO TRINDADE,"RUA CRUZ DO ESPIRITO SANTO,N. 528 Apto. 203 BL 03, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 193.894,38","40,2 m²",,Apartamento,541
878770345366-5,SAO PAULO - RECANTO DAS GARÇAS,"RUA FRANCISCO DE SOUTOMAIOR,N. 915 Apto. 3 BL. 2, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 198.062,01","63,5 m²",2 quartos,Apartamento,541
844440471317-4,SAO PAULO - CONJ HAB SANTA ETELVINA IV-A,"RUA FRANCISCO SARACINI,N. 739 Apto. 14B BL I, QUINZE C, , GUAIANAZES",GUAIANAZES,Venda Direta,,,2 quartos,,
878771026873-8,SAO PAULO - FLOR DE CEREJEIRA,"RUA HIROVO KAMINOBO,N. 980 Apto. 95 BL02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 232.000,00","88,43 m²",2 quartos,Apartamento,548
878771034533-3,SAO PAULO - FLOR DE CEREJEIRA,"RUA HIROVO KAMINOBO,N. 980 Apto. 77 BL02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 239.500,00","85,54 m²",2 quartos,Apartamento,544
878771055426-9,SAO PAULO - FLOR DE CEREJEIRA,"RUA HIROVO KAMINOBO,N. 980 Apto. 18 BL 02, , GUAIANAZES",GUAIANAZES,,"R$ 119.948,02","88,43 m²",2 quartos,Apartamento,459
878771496909-9,SAO PAULO - RSIDENCIAL VERSATTI,"RUA INACIO DE OLIVEIRA CAMPOS,N. 550 Apto. 507 TR 03, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 202.000,00","61,72 m²",2 quartos,Apartamento,557
844442120125-9,SAO PAULO - RESIDENCIAL DO VALLE,"RUA JERONIMO PEDROSO BARROS,N. 258 CASA 57, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 256.229,58",,2 quartos,Casa,563
878770812124-5,SAO PAULO - COND RESIDENCIAL PLANO  IGUATEMI  SANTA TERESA I,"RUA JUA MIRIM,N. 350 Apto. 205 TORRE B, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 210.566,92",,,,564
878771054143-4,SAO PAULO - COND RES PLANO E IGUATEMI SANTA TERESA I,"RUA JUA MIRIM,N. 350 Apto. 1011 10 PAVIMENTO TORRE A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 195.000,00",,,,557
878771135577-4,SAO PAULO - COND RES PLANO E IGUATEMI SANTA TERESA I,"RUA JUA MIRIM,N. 350 Apto. 1306 TORRE A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 218.998,26",,,,565
878771339850-0,SAO PAULO - COND RES PLANO E IGUATEMI - STA TERESA II,"RUA JUA MIRIM,N. 385 Apto. 612 BL B, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 211.637,07",,,,542
878771366922-9,SAO PAULO - COND RES PLANO E IGUATEMI - STA TERESA II,"RUA JUA MIRIM,N. 385 Apto. 606 BL A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 227.058,04","48,08 m²",2 quartos,Apartamento,543
878771368882-7,SAO PAULO - COND RES PLANO & IGUATEMI SANTA TERESA II,"RUA JUA MIRIM,N. 385 Apto. 609 TORRE A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 212.538,24",,,,566
878771520950-0,SAO PAULO - COND RES PLANO & IGUATEMI SANTA TERESA II,"RUA JUA MIRIM,N. 385 Apto. 1410 TORRE B, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 129.000,00","47,68 m²",2 quartos,Apartamento,567
844441989729-2,SAO PAULO - RESIDENCIAL DO VALLE,"RUA MANUEL ALVARES PIMENTEL,N. 629 CS 23, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 247.000,00",,2 quartos,Casa,544
844440617351-7,SAO PAULO - CONDOMINIO ANDORRA,"RUA REI DAVI,N. 20 Apto. 32 A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 154.197,10",57 m²,2 quartos,Apartamento,542
878770952034-8,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 10 TORRE 1, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 214.000,00","60,3 m²",1 quartos,Apartamento,491
878770956131-1,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 909 TR 1, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 165.656,22","46,09 m²",1 quartos,Apartamento,513
878770962499-2,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 512 5º PAV - TORRE 1, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 165.741,70","45,91 m²",1 quartos,Apartamento,558
878770985092-5,SAO PAULO - ED MARSELHA,"RUA SALVADOR GIANETTI,N. 498 Apto. 138 BL 03, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 131.946,20","63,72 m²",2 quartos,Apartamento,568
878771006886-0,SAO PAULO - ED MARSELHA,"RUA SALVADOR GIANETTI,N. 498 Apto. 02 BL 2 PAVIMENTO TERREO DO SUBCOND 2, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 230.000,00","62,32 m²",2 quartos,Apartamento,542
878771012472-8,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 210 TORRE 3, , GUAIANAZES",GUAIANAZES,,"R$ 98.607,74","63,16 m²",1 quartos,Apartamento,462
878771053589-2,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 408 TORRE 03, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 221.000,00","63,95 m²",2 quartos,Apartamento,563
878771073080-6,SAO PAULO - ED MARSELHA,"RUA SALVADOR GIANETTI,N. 498 Apto. 201 BL. 2, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 212.000,00","63,72 m²",2 quartos,Apartamento,543
878771166820-9,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 309 3 PAVIMENTO DA TORRE 5, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 212.863,59","63,16 m²",2 quartos,Apartamento,543
878771191930-9,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 208 02 PAV TORRE 04, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 167.293,28","46,47 m²",2 quartos,Apartamento,558
878771199269-3,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 11 1º PAV, TORRE 4, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 185.000,00","46,09 m²",1 quartos,Apartamento,559
878771200453-3,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 411 TORRE 04, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 166.000,00","46,09 m²",,Apartamento,520
878771230023-0,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 506 TORRE 04, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 194.000,00","46,47 m²",1 quartos,Apartamento,492
878771250764-0,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 410 04 PAV TORRE 05, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 230.000,00","63,16 m²",2 quartos,Apartamento,559
878771264225-4,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 101 TORRE 06, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 216.000,00","64,02 m²",2 quartos,Apartamento,557
878771292594-9,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 711 TR 4, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 165.629,92","46,09 m²",1 quartos,Apartamento,514
878771305048-2,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 710 TORRE 04, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 246.000,00","45,9 m²",2 quartos,Apartamento,549
878771360295-7,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 903 TORRE 1, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 213.600,00","63,16 m²",2 quartos,Apartamento,544
878771392754-6,SAO PAULO - VIVAZ ESTAÇÃO GUAIANAZES,"RUA SALVADOR GIANETTI,N. 201 Apto. 807 08 PAV TORRE 02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 230.000,00","63,95 m²",2 quartos,Apartamento,560
855551234466-6,SAO PAULO - CONJ RES SÃO MARCOS,"RUA SAO JOSE DE MOSSAMEDES,N. 724 Apto. 03 BL C, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 170.000,00","84,37 m²",2 quartos,Apartamento,493
178770136228-1,SAO PAULO - SPAZIO SAINT REGIS,"RUA TOMOICHI SHIMIZU,N. 380 Apto. 1503 TORRE 01 BOX 149, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 291.151,11","79,28 m²",1 quartos,Apartamento,569
878771205433-6,SAO PAULO - COND RES PLANO & VISTA DO CARMO II,"RUA TOMOICHI SHIMIZU,N. 191 Apto. 210 TORRE A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 196.364,25","55,55 m²",2 quartos,Apartamento,545
878771363637-1,SAO PAULO - SPAZIO SAINT GREGORY,"RUA TOMOICHI SHIMIZU,N. 420 Apto. 1704 TORRE 01 VG 253, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 240.000,00","95,28 m²",2 quartos,Apartamento,545
878771457430-2,SAO PAULO - COND RES PLANO & VISTA DO CARMO II,"RUA TOMOICHI SHIMIZU,N. 191 Apto. 910 TORRE A, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 195.085,84","40,73 m²",2 quartos,Apartamento,546
878771602707-4,SAO PAULO - COND RES PLANO & VISTA DO CARMO II,"RUA TOMOICHI SHIMIZU,N. 191 Apto. 1510 BL B, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 218.776,91","55,56 m²",2 quartos,Apartamento,547
878771635966-2,SAO PAULO - SPAZIO SAINT GREGORY,"RUA TOMOICHI SHIMIZU,N. 420 Apto. 1602 TORRE 3, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 262.206,15","94,77 m²",2 quartos,Apartamento,550
144440560426-5,SAO PAULO - CONDOMÍNIO RESIDENCIAL WILMA FLOR II,"RUA WILMA FLOR,N. 213 CASA 13, , GUAIANAZES",GUAIANAZES,,,,2 quartos,Casa,
000001021425-0,SAO PAULO - EDIFÍCIO ESPLANADA,"RUA MARANHAO,N. 261 Apto. 41 AP 41, 2VG, 02 VAGAS EM GARAGEM COLETIVA, HIGIENOPOLIS",HIGIENOPOLIS,Leilão,"R$ 1.980.000,00",,,,521
155553996262-1,SAO PAULO - INDIANOPOLIS,"RUA CAMPINA DA TABORDA,N. 294",,Leilão,"R$ 2.082.170,65",,5 quartos,Casa,494
878771181942-8,SAO PAULO - CONDOMINIO RESIDENCIAL DEZ IPIRANGA 2,"RUA ALVARO FRAGOSO,N. 340 Apto. 115 TORRE 1, , IPIRANGA",IPIRANGA,Leilão,"R$ 288.000,00","54,11 m²",1 quartos,Apartamento,564
878770180329-4,SAO PAULO - JARDIM ROMANO,"RUA CARMINE MONETTI,N. 1280 Apto. 03 BL 02, , ITAIM PAULISTA",ITAIM PAULISTA,,"R$ 103.704,06","63,41 m²",2 quartos,Apartamento,465
878770189558-0,SAO PAULO - JARDIM ROMANO,"RUA CARMINE MONETTI,N. 1280 Apto. 43 BL01, , ITAIM PAULISTA",ITAIM PAULISTA,Leilão,"R$ 173.809,94","63,41 m²",2 quartos,Apartamento,546
144440556365-8,SAO PAULO - COND RES ENSEADA ITAPACOROIA,"RUA ENSEADA ITAPACOROIA,N. 213 CS 02, , ITAIM PAULISTA",ITAIM PAULISTA,,"R$ 147.914,48",,2 quartos,Casa,483
855552440113-9,SAO PAULO - COND RES ALTA VISTA,"RUA TIBURCIO DE SOUSA,N. 2200 Apto. 21 BL 01, , ITAIM PAULISTA",ITAIM PAULISTA,Leilão,"R$ 200.000,00","102,98 m²",2 quartos,Apartamento,548
855553694531-7,SAO PAULO - RESIDENCIAL MORADA DAS GAIVOTAS,"RUA TIBURCIO DE SOUSA,N. 3350 Apto. 23 BL 11, , ITAIM PAULISTA",ITAIM PAULISTA,Venda Direta,,,2 quartos,,
855553867337-3,SAO PAULO - COND RES ILHA DOS FLAMINGOS,"RUA TIBURCIO DE SOUSA,N. 1898 Apto. 41 BL 08, , ITAIM PAULISTA",ITAIM PAULISTA,Venda Direta,,,2 quartos,,
855553875466-7,SAO PAULO - COND RES ILHA DOS FLAMINGOS,"RUA TIBURCIO DE SOUSA,N. 1898 Apto. 24 BL 08, , ITAIM PAULISTA",ITAIM PAULISTA,Venda Direta,,,2 quartos,,
855553876463-8,SAO PAULO - COND RES ILHA DOS FLAMINGOS,"RUA TIBURCIO DE SOUSA,N. 1898 Apto. 43 BL 06, , ITAIM PAULISTA",ITAIM PAULISTA,Venda Direta,,"64,45 m²",,Apartamento,
878771114040-9,SAO PAULO - TAMAREIRAS,"AVENIDA ADRIANO BERTOZZI,N. 700/752 Apto. 34 BL. 1, , ITAQUERA",ITAQUERA,Leilão,"R$ 205.000,00","82,82 m²",2 quartos,Apartamento,544
878771613462-8,SAO PAULO - SPAZIO SAINT BARTH,"RUA ANDRE DE ALMEIDA,N. 270 Apto. 602 TR. 3, , ITAQUERA",ITAQUERA,Leilão,"R$ 283.000,00","94,99 m²",2 quartos,Apartamento,545
844440463865-2,SAO PAULO - COND JERIBAS IV,"RUA ANGELO ANDRADE,N. 52 Apto. 51 C 5 PAV, , ITAQUERA",ITAQUERA,Leilão,"R$ 181.000,00",,2 quartos,,561
178770197642-5,SAO PAULO - COND RES PLANO & JACU PESSEGO  AUGUSTO CARLOS B II,"RUA AUGUSTO CARLOS BAUMAN,N. 266 Apto. 311 TR. A, , ITAQUERA",ITAQUERA,Leilão,"R$ 224.961,31","45,38 m²",2 quartos,Apartamento,546
878770947998-4,SAO PAULO - COND RES PLANO JACU PESSEGO AUGUSTO C. BAUMAN,"RUA AUGUSTO CARLOS BAUMAN,N. 206 Apto. 151 BL B, , ITAQUERA",ITAQUERA,,"R$ 134.179,80",,,,489
878771772922-6,SAO PAULO - COND RES PLANO & JACU PESSEGO  AUGUSTO CARLOS B II,"RUA AUGUSTO CARLOS BAUMAN,N. 266 Apto. 704 TORRE A, , ITAQUERA",ITAQUERA,Leilão,"R$ 254.628,67","40,39 m²",1 quartos,Apartamento,547
878771860344-7,SAO PAULO - COND RES PLANO E JACU PESSEGO  AUGUSTO CARLOS B II,"RUA AUGUSTO CARLOS BAUMAN,N. 266 Apto. 1609 TORRE A, , ITAQUERA",ITAQUERA,Leilão,"R$ 285.000,00","55,74 m²",2 quartos,Apartamento,545
155550014731-5,SAO PAULO - PARQUE RESIDENCIAL SANTA BARBARA,"RUA ESCORPIAO,N. 550 Apto. 23 BL. 29, , ITAQUERA",ITAQUERA,Leilão,"R$ 218.000,00","54,71 m²",2 quartos,Apartamento,547
878771452691-0,SAO PAULO - FORTE SAO MATEUS,"RUA FORTE DA RIBEIRA,N. 250 Apto. 44 BL 02, , ITAQUERA",ITAQUERA,Leilão,"R$ 151.641,01",,,,570
878770365619-1,SAO PAULO - CD RES PLANO E ESTACAO ITAQUERA-LAGOA DO CAMPELO I,"RUA LAGOA DO CAMPELO,N. 52 Apto. 57 TORRE A, , ITAQUERA",ITAQUERA,,"R$ 128.135,66","54,35 m²",2 quartos,Apartamento,490
878770546192-4,SAO PAULO - RESIDENCIAL DI PETRA,"RUA MANUEL RIBAS,N. 147 Apto. 134 TORRE 2, , ITAQUERA",ITAQUERA,Leilão,"R$ 215.000,00","51,99 m²",1 quartos,Apartamento,549
878770768562-5,SAO PAULO - RESIDENCIAL DI PETRA,"RUA MANUEL RIBAS,N. 147 Apto. 074 TORRE 2, , ITAQUERA",ITAQUERA,Leilão,"R$ 215.000,00","51,99 m²",1 quartos,Apartamento,515
844443238607-7,SAO PAULO - COND RES PINHEIRO PRETO,"RUA PINHEIRO PRETO,N. 206 Apto. 33, , ITAQUERA",ITAQUERA,Leilão,"R$ 187.000,00","43,28 m²",1 quartos,Apartamento,551
878771201300-1,SAO PAULO - COND RES PLANO & JACU PESSEGO - SABBADO D ANGELO,"RUA SABBADO DANGELO,N. 281 Apto. 110 BL B, , ITAQUERA",ITAQUERA,,"R$ 131.157,73","45,21 m²",2 quartos,Apartamento,491
878770963125-5,SAO PAULO - MIRAI PARQUE DO CARMO RESIDENCIAL 01,"RUA SHO YOSHIOKA,N. 511 Apto. T 02 TR. 1, , ITAQUERA",ITAQUERA,Leilão,"R$ 227.000,00","70,57 m²",2 quartos,Apartamento,548
878770987400-0,SAO PAULO - COND RES PLANO  VILLA CARMOSINA  VICTORIO SANTIM,"RUA VICTORIO SANTIM,N. 2776 Apto. 602 TR. A, , ITAQUERA",ITAQUERA,Leilão,"R$ 194.934,68","46,97 m²",,Apartamento,549
878771085609-5,SAO PAULO - RES JARDINS DO SOBRAL,"RUA VICTORIO SANTIM,N. 2115 Apto. 17, , ITAQUERA",ITAQUERA,Leilão,"R$ 234.000,00","54,1 m²",2 quartos,Apartamento,546
844443105407-0,SAO PAULO - CONDOMÍNIO RESIDENCIAL WALDEMAR MANCINI,"RUA WALDEMAR MANCINI,N. 425 Apto. 21, , ITAQUERA",ITAQUERA,Leilão,"R$ 199.000,00","48,35 m²",2 quartos,Apartamento,516
144440799800-7,SAO PAULO - EDF PIAZZA FIORI,"RUA PEDRO BADRA,N. 15 Apto. 74, , JABAQUARA",JABAQUARA,,"R$ 277.231,72",,,,460
878771422819-6,SAO PAULO - COND RES CIDADE JAGUARE - VILA PINHEIROS,"AV ALEXANDRE MACKENZIE,N. 357 Apto. 14 14 TORRE 1 BLOCO A DO SUBCONDOMÍNIO 1, , JAGUARE",JAGUARE,Leilão,"R$ 243.000,00","52,64 m²",2 quartos,Apartamento,572
878771439183-6,SAO PAULO - COND RES CIDADE JAGUARE - VILA PINHEIROS,"AVENIDA ALEXANDRE MACKENZIE,N. 357 Apto. 615 TORRE 04 BL B SUBCONDOMINIO 04, , JAGUARE",JAGUARE,Leilão,"R$ 240.795,66","51,64 m²",2 quartos,Apartamento,547
878771444635-5,SAO PAULO - COND RES CIDADE JAGUARE - VILA PINHEIROS,"AVENIDA ALEXANDRE MACKENZIE,N. 357 Apto. 601 TORRE 03 BL D SUBCONDOMINIO 03, , JAGUARE",JAGUARE,Leilão,"R$ 242.571,34","52,35 m²",2 quartos,Apartamento,548
878771450123-2,SAO PAULO - COND RES CIDADE JAGUARE - VILA PINHEIROS,"AVENIDA ALEXANDRE MACKENZIE,N. 357 Apto. 517 TORRE 2 BL C SUBCONDOMÍNIO 02, , JAGUARE",JAGUARE,Leilão,"R$ 270.000,00","52,15 m²",2 quartos,Apartamento,549
878771041170-0,SAO PAULO - COND AMAZONAS,"AVARES KM 18 19,N. SN Apto. 134 TORRE A",,Leilão,"R$ 340.000,00","88,15 m²",2 quartos,Apartamento,550
878771103801-9,SAO PAULO - CONDOMINIO AMANA,"RUA SEIS,N. SN Apto. 135 TORRE A, ACESSO ROD RAPOSO TAVARES 8312, , JAGUARE",JAGUARE,Leilão,"R$ 261.000,00","86,13 m²",2 quartos,Apartamento,548
844441490619-6,SAO PAULO - RESIDENCIAL SAN DOMENICO,"AVENIDA AMADOR AGUIAR,N. 1058 Apto. 307 BLOCO 01, , JARAGUA",JARAGUA,Leilão,"R$ 204.960,35","51,07 m²",1 quartos,Apartamento,565
855553791389-3,SAO PAULO - COND RES MEU LAR JARAGUA,"AVENIDA DOUTOR JOSE MANIERO E RUA DO ALTO,N. 225 Apto. 04 TORRE 02 DISTRITO DE PERU, , JARAGUA",JARAGUA,Leilão,"R$ 171.000,00","87,08 m²",2 quartos,Apartamento,544
178770084556-4,SAO PAULO - CONDOMÍNIO POINT,"RUA DEDALION,N. 576 Apto. 1102 11º PAVIMENTO, TORRE A, , JARDIM ADELFIORE",JARDIM ADELFIORE,Venda Direta,,,,,
878770281597-0,SAO PAULO - CONDOMINIO PLAY,"RUA DEDALION,N. 474 Apto. 503 TO D, , JARDIM ADELFIORE",JARDIM ADELFIORE,,"R$ 137.201,86","97,93 m²",2 quartos,Apartamento,488
878770315051-4,SAO PAULO - RESIDENCIAL MASSAKI SAWADA,"AVENIDA BENTO GUELFI,N. 1800 Apto. 412 4º PAV 4º ANDAR TORRE 1, , JARDIM ALTO ALEGRE (SAO RAFAEL)",JARDIM ALTO ALEGRE (SAO RAFAEL),Venda Direta,,,2 quartos,,
878770557456-7,SAO PAULO - RESIDENCIAL MASSAKI SAWADA,"AVENIDA BENTO GUELFI,N. 1800 Apto. T03 TORRE 03, , JARDIM ALTO ALEGRE (SAO RAFAEL)",JARDIM ALTO ALEGRE (SAO RAFAEL),Leilão,"R$ 160.562,43","71,55 m²",2 quartos,Apartamento,522
878771014542-3,SAO PAULO - RES ITARO AKAGUI,"RUA AURORA TOCANTIS,N. 311 Apto. A11 TO 02, , JARDIM ALTO ALEGRE (SAO RAFAEL)",JARDIM ALTO ALEGRE (SAO RAFAEL),,"R$ 103.704,06","74,18 m²",2 quartos,Apartamento,489
155550974132-5,SAO PAULO - RES GABRIELA,"Número do item: 551R LEVY DA SILVA,N. 30 CASA 5, , JARDIM AMARALINA",JARDIM AMARALINA,Leilão,"R$ 360.000,00",,,Casa,551
878770567510-0,SAO PAULO - CONQUISTA JARDIM AMARALINA,"RUA SAVEIRO QUADRIO,N. 615 Apto. 303 BL 44 NO 3 PAVIMENTO, , JARDIM AMARALINA",JARDIM AMARALINA,Leilão,"R$ 278.000,00","73,41 m²",2 quartos,Apartamento,545
155553594477-7,SAO PAULO - CONDOMINIO RESIDENCIAL MERITO PENHA,"RUA HENRIQUE CASELA,N. 58 Apto. 74 TO 01, , JARDIM AMERICA DA PENHA",JARDIM AMERICA DA PENHA,,"R$ 156.779,32","105,81 m²",,Apartamento,490
155554021728-4,SAO PAULO - COND RES MÉRITO TIQUATIRA,"RUA HENRIQUE CASELA,N. 60 Apto. 33 TORRE II, , JARDIM AMERICA DA PENHA",JARDIM AMERICA DA PENHA,Leilão,"R$ 306.698,00","93,2 m²",2 quartos,Apartamento,550
855553695808-7,SAO PAULO - COND RESIDENCIAL DEZ TIQUATIRA,"RUA HENRIQUE CASELA,N. 54 Apto. 145 14 PAV TORRE I, , JARDIM AMERICA DA PENHA",JARDIM AMERICA DA PENHA,Leilão,"R$ 275.695,00","84,09 m²",2 quartos,Apartamento,558
855553705445-9,SAO PAULO - JARDIM AMERICA DA PENHA,"RUA HENRIQUE CASELA,N. 50 Apto. 01 TORRE II",,Leilão,"R$ 233.624,49","83,98 m²",2 quartos,Apartamento,560
855553731287-3,SAO PAULO - COND RES DEZ TIQUATIRA,"RUA HENRIQUE CASELA,N. 54 Apto. 14 1 PAVIMENTO DA TORRE 1 NO 3 SUB DA P FRA, , JARDIM AMERICA DA PENHA",JARDIM AMERICA DA PENHA,Leilão,"R$ 246.780,00","75,01 m²",2 quartos,Apartamento,546
109884154759-5,SAO PAULO - COND GREEN SPACE MORUMBY,"RUA DO SIMBOLO,N. 207 CASA 11, , JARDIM AMPLIACAO",JARDIM AMPLIACAO,Venda Direta,,,,Casa,
144440806518-7,SAO PAULO - COND BOSQUES DAS PRINCESAS,"AVENIDA DO ORATORIO,N. 5848 Apto. 52 BL B, , JARDIM ANGELA (ZONA LESTE)",JARDIM ANGELA (ZONA LESTE),,"R$ 153.592,75",,,,491
144441573956-2,SAO PAULO - SAINT JEROME,"AVENIDA DO ORATORIO,N. 6566 Apto. 202 TR 1, , JARDIM ANGELA (ZONA LESTE)",JARDIM ANGELA (ZONA LESTE),Leilão,"R$ 336.137,00","118,27 m²",2 quartos,Apartamento,550
178770060405-2,SAO PAULO - RESIDENCAL  DEZ SAO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 2006 TORRE2 20°ANDAR, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),,,,,,
878770836747-3,SAO PAULO - COND RES DEZ SÃO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 106 1º ANDAR, TORRE 1, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 225.000,00","53,49 m²",2 quartos,Apartamento,561
878770838711-3,SAO PAULO - COND RES DEZ S MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 2004 TORRE 2, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 235.108,47","70,56 m²",2 quartos,Apartamento,551
878770899721-3,SAO PAULO - DEZ SAO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 101 TR 1, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 205.000,00","52,98 m²",2 quartos,Apartamento,517
